,Provider Name,Provider City,"Provider
State",ZIP,APC,"APC
Description","Comprehensive APC
Services","Average
Medicare
Allowed
Amount",CBSA
10464,St John Medical Center,Westlake,OH,44145,319,Level III Endovascular Procedures,12,12661.5591666666,17460
10465,St John Medical Center,Westlake,OH,44145,384,GI Procedures with Stents,29,2879.29862068965,17460
10497,University Hospitals Case Medical Center,Cleveland,OH,44106,39,Level III Neurostimulator & Related Procedures,11,15911.03,17460
10498,University Hospitals Case Medical Center,Cleveland,OH,44106,67,Single Session Cranial Stereotactic Radiosurgery,26,9097.56,17460
10499,University Hospitals Case Medical Center,Cleveland,OH,44106,83,Level I Endovascular Procedures,61,4232.64,17460
10500,University Hospitals Case Medical Center,Cleveland,OH,44106,86,Level III Electrophysiologic Procedures,66,13136.1366666666,17460
10501,University Hospitals Case Medical Center,Cleveland,OH,44106,89,Level III Pacemaker and Similar Procedures,36,8630.86388888889,17460
10502,University Hospitals Case Medical Center,Cleveland,OH,44106,90,Level II Pacemaker and Similar Procedures,14,6103.32357142857,17460
10503,University Hospitals Case Medical Center,Cleveland,OH,44106,108,Level II ICD and Similar Procedures,49,28645.29,17460
10504,University Hospitals Case Medical Center,Cleveland,OH,44106,202,Level V Gynecologic Procedures,38,3713.94,17460
10505,University Hospitals Case Medical Center,Cleveland,OH,44106,227,Implantation of Drug Infusion Device,18,14486.81,17460
10506,University Hospitals Case Medical Center,Cleveland,OH,44106,229,Level II Endovascular Procedures,104,8818.09557692309,17460
10507,University Hospitals Case Medical Center,Cleveland,OH,44106,259,Level VII ENT Procedures,16,27623.78,17460
10508,University Hospitals Case Medical Center,Cleveland,OH,44106,318,Level IV Neurostimulator & Related Procedures,31,22833.5303225806,17460
10509,University Hospitals Case Medical Center,Cleveland,OH,44106,319,Level III Endovascular Procedures,34,11005.9779411764,17460
10510,University Hospitals Case Medical Center,Cleveland,OH,44106,384,GI Procedures with Stents,29,2960.62,17460
10511,Marymount Hospital,Garfield Heights,OH,44125,83,Level I Endovascular Procedures,102,4191.14352941177,17460
10512,Marymount Hospital,Garfield Heights,OH,44125,229,Level II Endovascular Procedures,21,8599.31428571428,17460
10513,South Pointe Hospital,Warrensville Heights,OH,44122,83,Level I Endovascular Procedures,54,4232.64,17460
10514,South Pointe Hospital,Warrensville Heights,OH,44122,229,Level II Endovascular Procedures,23,8966.28,17460
10515,South Pointe Hospital,Warrensville Heights,OH,44122,319,Level III Endovascular Procedures,11,13812.61,17460
10516,University Hospitals Ahuja Medical Center,Beachwood,OH,44122,83,Level I Endovascular Procedures,31,4164.44741935483,17460
10517,University Hospitals Ahuja Medical Center,Beachwood,OH,44122,89,Level III Pacemaker and Similar Procedures,33,8841.46,17460
10518,University Hospitals Ahuja Medical Center,Beachwood,OH,44122,108,Level II ICD and Similar Procedures,22,28645.29,17460
10519,University Hospitals Ahuja Medical Center,Beachwood,OH,44122,229,Level II Endovascular Procedures,77,8849.86142857144,17460
10520,University Hospitals Ahuja Medical Center,Beachwood,OH,44122,384,GI Procedures with Stents,25,2960.6352,17460
10521,University Hospitals - Elyria Medical Center,Elyria,OH,44035,83,Level I Endovascular Procedures,45,4157.69911111111,17460
10522,University Hospitals - Elyria Medical Center,Elyria,OH,44035,84,Level I Electrophysiologic Procedures,16,814.28,17460
10523,University Hospitals - Elyria Medical Center,Elyria,OH,44035,86,Level III Electrophysiologic Procedures,12,13362.95,17460
10524,University Hospitals - Elyria Medical Center,Elyria,OH,44035,89,Level III Pacemaker and Similar Procedures,49,8692.39224489796,17460
10525,University Hospitals - Elyria Medical Center,Elyria,OH,44035,107,Level I ICD and Similar Procedures,31,21307.11,17460
10526,University Hospitals - Elyria Medical Center,Elyria,OH,44035,108,Level II ICD and Similar Procedures,39,26873.6689743589,17460
10527,University Hospitals - Elyria Medical Center,Elyria,OH,44035,229,Level II Endovascular Procedures,122,8714.8325409836,17460
10528,University Hospitals - Elyria Medical Center,Elyria,OH,44035,319,Level III Endovascular Procedures,34,13812.61,17460
10543,Southwest General Health Center,Middleburg Heights,OH,44130,61,Level II Neurostimulator & Related Procedures,15,4933.31,17460
10544,Southwest General Health Center,Middleburg Heights,OH,44130,83,Level I Endovascular Procedures,43,4154.21348837209,17460
10545,Southwest General Health Center,Middleburg Heights,OH,44130,89,Level III Pacemaker and Similar Procedures,28,8841.46,17460
10546,Southwest General Health Center,Middleburg Heights,OH,44130,107,Level I ICD and Similar Procedures,13,21307.11,17460
10547,Southwest General Health Center,Middleburg Heights,OH,44130,108,Level II ICD and Similar Procedures,26,26859.5042307692,17460
10548,Southwest General Health Center,Middleburg Heights,OH,44130,202,Level V Gynecologic Procedures,22,3713.94,17460
10549,Southwest General Health Center,Middleburg Heights,OH,44130,229,Level II Endovascular Procedures,85,8875.68705882354,17460
10550,Southwest General Health Center,Middleburg Heights,OH,44130,319,Level III Endovascular Procedures,37,11572.7272972972,17460
10581,Mercy Regional Medical Center,Lorain,OH,44053,83,Level I Endovascular Procedures,15,4091.552,17460
10582,Mercy Regional Medical Center,Lorain,OH,44053,89,Level III Pacemaker and Similar Procedures,20,8841.46,17460
10583,Mercy Regional Medical Center,Lorain,OH,44053,90,Level II Pacemaker and Similar Procedures,11,6103.26,17460
10584,Mercy Regional Medical Center,Lorain,OH,44053,108,Level II ICD and Similar Procedures,12,28645.29,17460
10585,Mercy Regional Medical Center,Lorain,OH,44053,229,Level II Endovascular Procedures,90,8811.73944444446,17460
10586,Mercy Regional Medical Center,Lorain,OH,44053,319,Level III Endovascular Procedures,25,12707.6144,17460
10603,Cleveland Clinic,Cleveland,OH,44195,39,Level III Neurostimulator & Related Procedures,98,15761.5296938775,17460
10604,Cleveland Clinic,Cleveland,OH,44195,61,Level II Neurostimulator & Related Procedures,68,4875.50705882353,17460
10605,Cleveland Clinic,Cleveland,OH,44195,67,Single Session Cranial Stereotactic Radiosurgery,116,9029.9948275862,17460
10606,Cleveland Clinic,Cleveland,OH,44195,83,Level I Endovascular Procedures,156,4140.65500000001,17460
10607,Cleveland Clinic,Cleveland,OH,44195,85,Level II Electrophysiologic Procedures,16,4106.92875,17460
10608,Cleveland Clinic,Cleveland,OH,44195,86,Level III Electrophysiologic Procedures,349,13261.5238681949,17460
10609,Cleveland Clinic,Cleveland,OH,44195,89,Level III Pacemaker and Similar Procedures,111,8638.88423423422,17460
10610,Cleveland Clinic,Cleveland,OH,44195,90,Level II Pacemaker and Similar Procedures,40,6024.54,17460
10611,Cleveland Clinic,Cleveland,OH,44195,107,Level I ICD and Similar Procedures,25,20528.58,17460
10612,Cleveland Clinic,Cleveland,OH,44195,108,Level II ICD and Similar Procedures,142,28430.3513380281,17460
10613,Cleveland Clinic,Cleveland,OH,44195,202,Level V Gynecologic Procedures,76,3713.94,17460
10614,Cleveland Clinic,Cleveland,OH,44195,227,Implantation of Drug Infusion Device,27,13507.0462962962,17460
10615,Cleveland Clinic,Cleveland,OH,44195,229,Level II Endovascular Procedures,419,8908.89472553692,17460
10616,Cleveland Clinic,Cleveland,OH,44195,259,Level VII ENT Procedures,14,27623.78,17460
10617,Cleveland Clinic,Cleveland,OH,44195,318,Level IV Neurostimulator & Related Procedures,31,24321.4909677419,17460
10618,Cleveland Clinic,Cleveland,OH,44195,319,Level III Endovascular Procedures,71,13812.6099999999,17460
10619,Cleveland Clinic,Cleveland,OH,44195,384,GI Procedures with Stents,107,2891.44588785046,17460
10620,Cleveland Clinic,Cleveland,OH,44195,385,Level I Urogenital Procedures,48,6363.37,17460
10621,Cleveland Clinic,Cleveland,OH,44195,386,Level II Urogenital Procedures,71,12685.0750704225,17460
10622,Cleveland Clinic,Cleveland,OH,44195,425,Level V Musculoskeletal Procedures Except Hand and Foot,39,9308.10769230769,17460
10623,Cleveland Clinic,Cleveland,OH,44195,648,Level IV Breast and Skin Surgery,42,6957.07,17460
10624,Cleveland Clinic,Cleveland,OH,44195,655,Level IV Pacemaker and Similar Procedures,21,15033.5433333333,17460
10635,Uh Geauga Medical Center,Chardon,OH,44024,89,Level III Pacemaker and Similar Procedures,32,8841.46,17460
10636,Uh Geauga Medical Center,Chardon,OH,44024,229,Level II Endovascular Procedures,29,8966.28,17460
10648,Hillcrest Hospital,Mayfield Heights,OH,44124,83,Level I Endovascular Procedures,65,4129.484,17460
10649,Hillcrest Hospital,Mayfield Heights,OH,44124,86,Level III Electrophysiologic Procedures,44,13362.95,17460
10650,Hillcrest Hospital,Mayfield Heights,OH,44124,89,Level III Pacemaker and Similar Procedures,40,8841.46,17460
10651,Hillcrest Hospital,Mayfield Heights,OH,44124,90,Level II Pacemaker and Similar Procedures,16,6103.26,17460
10652,Hillcrest Hospital,Mayfield Heights,OH,44124,108,Level II ICD and Similar Procedures,28,28645.29,17460
10653,Hillcrest Hospital,Mayfield Heights,OH,44124,202,Level V Gynecologic Procedures,14,3713.94,17460
10654,Hillcrest Hospital,Mayfield Heights,OH,44124,229,Level II Endovascular Procedures,76,8864.88157894738,17460
10655,Hillcrest Hospital,Mayfield Heights,OH,44124,384,GI Procedures with Stents,23,2960.62,17460
