,Provider Name,Provider City,"Provider
State",ZIP,APC,"APC
Description","Comprehensive APC
Services","Average
Medicare
Allowed
Amount",CBSA
6974,Tanner Medical Center - Carrollton,Carrollton,GA,30117,5232,Level 2 ICD and Similar Procedures,11,28403.37,12060
6975,Tanner Medical Center - Carrollton,Carrollton,GA,30117,5361,Level 1 Laparoscopy,71,3697.20971830986,12060
6976,Tanner Medical Center - Carrollton,Carrollton,GA,30117,5362,Level 2 Laparoscopy,17,6110.00470588235,12060
6977,Tanner Medical Center - Carrollton,Carrollton,GA,30117,5375,Level 5 Urology and Related Services,48,3118.87625,12060
6978,Tanner Medical Center - Carrollton,Carrollton,GA,30117,5415,Level 5 Gynecologic Procedures,15,3423.8,12060
6979,Tanner Medical Center - Carrollton,Carrollton,GA,30117,8011,Comprehensive Observation Services,616,2008.75599025975,12060
6980,Tanner Medical Center Villa Rica,Villa Rica,GA,30180,5123,Level 3 Musculoskeletal Procedures,25,4643.9,12060
6981,Tanner Medical Center Villa Rica,Villa Rica,GA,30180,5361,Level 1 Laparoscopy,16,3552.97125,12060
6982,Tanner Medical Center Villa Rica,Villa Rica,GA,30180,8011,Comprehensive Observation Services,241,2012.20170124482,12060
6983,Wellstar West Georgia Medical Center,Lagrange,GA,30240,5123,Level 3 Musculoskeletal Procedures,14,4351.74071428571,12060
6984,Wellstar West Georgia Medical Center,Lagrange,GA,30240,5123,Level 3 Musculoskeletal Procedures,14,4351.74071428571,29300
6985,Wellstar West Georgia Medical Center,Lagrange,GA,30240,5192,Level 2 Endovascular Procedures,60,8576.90866666666,12060
6986,Wellstar West Georgia Medical Center,Lagrange,GA,30240,5192,Level 2 Endovascular Procedures,60,8576.90866666666,29300
6987,Wellstar West Georgia Medical Center,Lagrange,GA,30240,5193,Level 3 Endovascular Procedures,30,10874.0533333333,12060
6988,Wellstar West Georgia Medical Center,Lagrange,GA,30240,5193,Level 3 Endovascular Procedures,30,10874.0533333333,29300
6989,Wellstar West Georgia Medical Center,Lagrange,GA,30240,5223,Level 3 Pacemaker and Similar Procedures,22,8601.81409090909,12060
6990,Wellstar West Georgia Medical Center,Lagrange,GA,30240,5223,Level 3 Pacemaker and Similar Procedures,22,8601.81409090909,29300
6991,Wellstar West Georgia Medical Center,Lagrange,GA,30240,5232,Level 2 ICD and Similar Procedures,14,25318.9228571428,12060
6992,Wellstar West Georgia Medical Center,Lagrange,GA,30240,5232,Level 2 ICD and Similar Procedures,14,25318.9228571428,29300
6993,Wellstar West Georgia Medical Center,Lagrange,GA,30240,5361,Level 1 Laparoscopy,96,3531.59750000001,12060
6994,Wellstar West Georgia Medical Center,Lagrange,GA,30240,5361,Level 1 Laparoscopy,96,3531.59750000001,29300
6995,Wellstar West Georgia Medical Center,Lagrange,GA,30240,5375,Level 5 Urology and Related Services,45,3095.98088888889,12060
6996,Wellstar West Georgia Medical Center,Lagrange,GA,30240,5375,Level 5 Urology and Related Services,45,3095.98088888889,29300
6997,Wellstar West Georgia Medical Center,Lagrange,GA,30240,8011,Comprehensive Observation Services,692,1992.76471098265,12060
6998,Wellstar West Georgia Medical Center,Lagrange,GA,30240,8011,Comprehensive Observation Services,692,1992.76471098265,29300
6999,Piedmont Newton Hospital,Covington,GA,30014,5123,Level 3 Musculoskeletal Procedures,25,4203.9252,12060
7000,Piedmont Newton Hospital,Covington,GA,30014,5361,Level 1 Laparoscopy,46,3739.17,12060
7001,Piedmont Newton Hospital,Covington,GA,30014,5464,Level 4 Neurostimulator and Related Procedures,17,23513.4682352941,12060
7002,Piedmont Newton Hospital,Covington,GA,30014,8011,Comprehensive Observation Services,648,2005.4114351852,12060
7083,Cartersville Medical Center,Cartersville,GA,30120,5123,Level 3 Musculoskeletal Procedures,47,4565.22936170212,12060
7084,Cartersville Medical Center,Cartersville,GA,30120,5124,Level 4 Musculoskeletal Procedures,17,6600.47,12060
7085,Cartersville Medical Center,Cartersville,GA,30120,5192,Level 2 Endovascular Procedures,25,8608.9472,12060
7086,Cartersville Medical Center,Cartersville,GA,30120,5223,Level 3 Pacemaker and Similar Procedures,13,8656.8223076923,12060
7087,Cartersville Medical Center,Cartersville,GA,30120,5361,Level 1 Laparoscopy,85,3634.05376470588,12060
7088,Cartersville Medical Center,Cartersville,GA,30120,5375,Level 5 Urology and Related Services,25,3070.444,12060
7089,Cartersville Medical Center,Cartersville,GA,30120,8011,Comprehensive Observation Services,312,2031.8076923077,12060
7090,Wellstar Spalding Regional Hospital,Griffin,GA,30223,5123,Level 3 Musculoskeletal Procedures,30,4528.87066666666,12060
7091,Wellstar Spalding Regional Hospital,Griffin,GA,30223,5191,Level 1 Endovascular Procedures,94,4291.49787234042,12060
7092,Wellstar Spalding Regional Hospital,Griffin,GA,30223,5192,Level 2 Endovascular Procedures,54,8766.03759259259,12060
7093,Wellstar Spalding Regional Hospital,Griffin,GA,30223,5223,Level 3 Pacemaker and Similar Procedures,26,8656.79461538461,12060
7094,Wellstar Spalding Regional Hospital,Griffin,GA,30223,5361,Level 1 Laparoscopy,48,3622.37666666666,12060
7095,Wellstar Spalding Regional Hospital,Griffin,GA,30223,5375,Level 5 Urology and Related Services,11,3171.52,12060
7096,Wellstar Spalding Regional Hospital,Griffin,GA,30223,5492,Level 2 Intraocular Procedures,18,3071.64833333333,12060
7097,Wellstar Spalding Regional Hospital,Griffin,GA,30223,8011,Comprehensive Observation Services,759,2012.64582345193,12060
7135,Wellstar Kennestone Hospital,Marietta,GA,30060,5093,Level 3 Breast/Lymphatic Surgery and Related Procedures,21,7059.98476190476,12060
7136,Wellstar Kennestone Hospital,Marietta,GA,30060,5123,Level 3 Musculoskeletal Procedures,232,4532.59193965517,12060
7137,Wellstar Kennestone Hospital,Marietta,GA,30060,5124,Level 4 Musculoskeletal Procedures,81,6469.29790123455,12060
7138,Wellstar Kennestone Hospital,Marietta,GA,30060,5125,Level 5 Musculoskeletal Procedures,38,9614.03868421052,12060
7139,Wellstar Kennestone Hospital,Marietta,GA,30060,5165,Level 5 ENT Procedures,64,3697.00140625,12060
7140,Wellstar Kennestone Hospital,Marietta,GA,30060,5191,Level 1 Endovascular Procedures,27,4291.48,12060
7141,Wellstar Kennestone Hospital,Marietta,GA,30060,5192,Level 2 Endovascular Procedures,164,8623.32274390244,12060
7142,Wellstar Kennestone Hospital,Marietta,GA,30060,5193,Level 3 Endovascular Procedures,78,13363.6602564102,12060
7143,Wellstar Kennestone Hospital,Marietta,GA,30060,5212,Level 2 Electrophysiologic Procedures,12,4390.37,12060
7144,Wellstar Kennestone Hospital,Marietta,GA,30060,5213,Level 3 Electrophysiologic Procedures,96,13582.7655208333,12060
7145,Wellstar Kennestone Hospital,Marietta,GA,30060,5222,Level 2 Pacemaker and Similar Procedures,35,6258.37,12060
7146,Wellstar Kennestone Hospital,Marietta,GA,30060,5223,Level 3 Pacemaker and Similar Procedures,151,8656.75,12060
7147,Wellstar Kennestone Hospital,Marietta,GA,30060,5224,Level 4 Pacemaker and Similar Procedures,27,15768.42,12060
7148,Wellstar Kennestone Hospital,Marietta,GA,30060,5231,Level 1 ICD and Similar Procedures,21,20436.6,12060
7149,Wellstar Kennestone Hospital,Marietta,GA,30060,5232,Level 2 ICD and Similar Procedures,114,27927.6653508772,12060
7150,Wellstar Kennestone Hospital,Marietta,GA,30060,5331,Complex GI Procedures,29,3376.97,12060
7151,Wellstar Kennestone Hospital,Marietta,GA,30060,5361,Level 1 Laparoscopy,238,3689.11714285715,12060
7152,Wellstar Kennestone Hospital,Marietta,GA,30060,5362,Level 2 Laparoscopy,58,6167.48,12060
7153,Wellstar Kennestone Hospital,Marietta,GA,30060,5375,Level 5 Urology and Related Services,197,3134.78294416244,12060
7154,Wellstar Kennestone Hospital,Marietta,GA,30060,5376,Level 6 Urology and Related Services,25,6939.5616,12060
7155,Wellstar Kennestone Hospital,Marietta,GA,30060,5415,Level 5 Gynecologic Procedures,19,3423.8,12060
7156,Wellstar Kennestone Hospital,Marietta,GA,30060,5462,Level 2 Neurostimulator and Related Procedures,25,4900.99,12060
7157,Wellstar Kennestone Hospital,Marietta,GA,30060,5463,Level 3 Neurostimulator and Related Procedures,18,15355.0938888888,12060
7158,Wellstar Kennestone Hospital,Marietta,GA,30060,5464,Level 4 Neurostimulator and Related Procedures,14,23215.8057142857,12060
7159,Wellstar Kennestone Hospital,Marietta,GA,30060,5627,Level 7 Radiation Therapy,13,6820.28,12060
7160,Wellstar Kennestone Hospital,Marietta,GA,30060,8011,Comprehensive Observation Services,2109,2004.95128971067,12060
7218,Wellstar Paulding Hospital,Hiram,GA,30141,5123,Level 3 Musculoskeletal Procedures,21,4643.9,12060
7219,Wellstar Paulding Hospital,Hiram,GA,30141,5361,Level 1 Laparoscopy,56,3579.61857142857,12060
7220,Wellstar Paulding Hospital,Hiram,GA,30141,5375,Level 5 Urology and Related Services,18,3171.52,12060
7221,Wellstar Paulding Hospital,Hiram,GA,30141,8011,Comprehensive Observation Services,535,1984.5468598131,12060
7240,Barrow Regional Medical Center,Winder,GA,30680,8011,Comprehensive Observation Services,152,1989.74927631578,12060
7241,Barrow Regional Medical Center,Winder,GA,30680,8011,Comprehensive Observation Services,152,1989.74927631578,12020
7242,Barrow Regional Medical Center,Winder,GA,30680,8011,Comprehensive Observation Services,152,1989.74927631578,27600
7243,Clearview  Regional Medical Center,Monroe,GA,30655,5123,Level 3 Musculoskeletal Procedures,21,4467.70904761904,12060
7244,Clearview  Regional Medical Center,Monroe,GA,30655,5361,Level 1 Laparoscopy,18,3739.17,12060
7245,Clearview  Regional Medical Center,Monroe,GA,30655,8011,Comprehensive Observation Services,223,2011.12408071749,12060
7295,Dekalb Medical Center,Decatur,GA,30033,5123,Level 3 Musculoskeletal Procedures,124,4541.28629032258,12060
7296,Dekalb Medical Center,Decatur,GA,30033,5124,Level 4 Musculoskeletal Procedures,20,6343.1465,12060
7297,Dekalb Medical Center,Decatur,GA,30033,5125,Level 5 Musculoskeletal Procedures,14,9833.78428571428,12060
7298,Dekalb Medical Center,Decatur,GA,30033,5165,Level 5 ENT Procedures,26,3696.96,12060
7299,Dekalb Medical Center,Decatur,GA,30033,5191,Level 1 Endovascular Procedures,53,4291.5079245283,12060
7300,Dekalb Medical Center,Decatur,GA,30033,5192,Level 2 Endovascular Procedures,73,8907.07,12060
7301,Dekalb Medical Center,Decatur,GA,30033,5193,Level 3 Endovascular Procedures,26,13625.68,12060
7302,Dekalb Medical Center,Decatur,GA,30033,5223,Level 3 Pacemaker and Similar Procedures,15,8656.75,12060
7303,Dekalb Medical Center,Decatur,GA,30033,5232,Level 2 ICD and Similar Procedures,18,28403.37,12060
7304,Dekalb Medical Center,Decatur,GA,30033,5361,Level 1 Laparoscopy,67,3656.20044776119,12060
7305,Dekalb Medical Center,Decatur,GA,30033,5362,Level 2 Laparoscopy,37,6324.77324324324,12060
7306,Dekalb Medical Center,Decatur,GA,30033,5375,Level 5 Urology and Related Services,37,3107.88891891891,12060
7307,Dekalb Medical Center,Decatur,GA,30033,8011,Comprehensive Observation Services,417,2024.05342925661,12060
7308,Emory University Hospital Midtown,Atlanta,GA,30308,5093,Level 3 Breast/Lymphatic Surgery and Related Procedures,24,7059.95,12060
7309,Emory University Hospital Midtown,Atlanta,GA,30308,5123,Level 3 Musculoskeletal Procedures,19,4643.9,12060
7310,Emory University Hospital Midtown,Atlanta,GA,30308,5165,Level 5 ENT Procedures,108,3547.65953703704,12060
7311,Emory University Hospital Midtown,Atlanta,GA,30308,5166,Level 6 ENT Procedures,29,26848.2934482758,12060
7312,Emory University Hospital Midtown,Atlanta,GA,30308,5191,Level 1 Endovascular Procedures,94,4268.6529787234,12060
7313,Emory University Hospital Midtown,Atlanta,GA,30308,5192,Level 2 Endovascular Procedures,95,8746.66852631577,12060
7314,Emory University Hospital Midtown,Atlanta,GA,30308,5193,Level 3 Endovascular Procedures,28,13139.0485714285,12060
7315,Emory University Hospital Midtown,Atlanta,GA,30308,5213,Level 3 Electrophysiologic Procedures,48,14233.478125,12060
7316,Emory University Hospital Midtown,Atlanta,GA,30308,5222,Level 2 Pacemaker and Similar Procedures,11,5948.85727272727,12060
7317,Emory University Hospital Midtown,Atlanta,GA,30308,5223,Level 3 Pacemaker and Similar Procedures,54,8520.29166666666,12060
7318,Emory University Hospital Midtown,Atlanta,GA,30308,5231,Level 1 ICD and Similar Procedures,29,19865.18,12060
7319,Emory University Hospital Midtown,Atlanta,GA,30308,5232,Level 2 ICD and Similar Procedures,59,26080.6455932203,12060
7320,Emory University Hospital Midtown,Atlanta,GA,30308,5361,Level 1 Laparoscopy,125,3739.17,12060
7321,Emory University Hospital Midtown,Atlanta,GA,30308,5362,Level 2 Laparoscopy,15,6069.82133333333,12060
7322,Emory University Hospital Midtown,Atlanta,GA,30308,5375,Level 5 Urology and Related Services,24,3171.67208333333,12060
7323,Emory University Hospital Midtown,Atlanta,GA,30308,5415,Level 5 Gynecologic Procedures,12,3423.8,12060
7324,Emory University Hospital Midtown,Atlanta,GA,30308,5464,Level 4 Neurostimulator and Related Procedures,22,24902.56,12060
7325,Emory University Hospital Midtown,Atlanta,GA,30308,8011,Comprehensive Observation Services,646,2017.49956656348,12060
7326,Grady Memorial Hospital,Atlanta,GA,30303,5123,Level 3 Musculoskeletal Procedures,15,4643.9,12060
7327,Grady Memorial Hospital,Atlanta,GA,30303,5492,Level 2 Intraocular Procedures,23,3159.41,12060
7328,Grady Memorial Hospital,Atlanta,GA,30303,8011,Comprehensive Observation Services,759,2018.1234387352,12060
7329,"Saint Joseph's Hospital Of Atlanta, Inc",Atlanta,GA,30342,5123,Level 3 Musculoskeletal Procedures,90,4643.90000000001,12060
7330,"Saint Joseph's Hospital Of Atlanta, Inc",Atlanta,GA,30342,5124,Level 4 Musculoskeletal Procedures,34,6444.22088235294,12060
7331,"Saint Joseph's Hospital Of Atlanta, Inc",Atlanta,GA,30342,5125,Level 5 Musculoskeletal Procedures,27,9833.65,12060
7332,"Saint Joseph's Hospital Of Atlanta, Inc",Atlanta,GA,30342,5191,Level 1 Endovascular Procedures,195,4269.47682051281,12060
7333,"Saint Joseph's Hospital Of Atlanta, Inc",Atlanta,GA,30342,5192,Level 2 Endovascular Procedures,247,8721.99137651822,12060
7334,"Saint Joseph's Hospital Of Atlanta, Inc",Atlanta,GA,30342,5193,Level 3 Endovascular Procedures,63,13448.166984127,12060
7335,"Saint Joseph's Hospital Of Atlanta, Inc",Atlanta,GA,30342,5213,Level 3 Electrophysiologic Procedures,176,14508.8982954545,12060
7336,"Saint Joseph's Hospital Of Atlanta, Inc",Atlanta,GA,30342,5222,Level 2 Pacemaker and Similar Procedures,34,6258.37,12060
7337,"Saint Joseph's Hospital Of Atlanta, Inc",Atlanta,GA,30342,5223,Level 3 Pacemaker and Similar Procedures,113,8656.75,12060
7338,"Saint Joseph's Hospital Of Atlanta, Inc",Atlanta,GA,30342,5224,Level 4 Pacemaker and Similar Procedures,15,15768.42,12060
7339,"Saint Joseph's Hospital Of Atlanta, Inc",Atlanta,GA,30342,5231,Level 1 ICD and Similar Procedures,15,19659.1333333333,12060
7340,"Saint Joseph's Hospital Of Atlanta, Inc",Atlanta,GA,30342,5232,Level 2 ICD and Similar Procedures,91,26349.6078021979,12060
7341,"Saint Joseph's Hospital Of Atlanta, Inc",Atlanta,GA,30342,5361,Level 1 Laparoscopy,99,3643.14151515151,12060
7342,"Saint Joseph's Hospital Of Atlanta, Inc",Atlanta,GA,30342,5362,Level 2 Laparoscopy,103,1008.44737864077,12060
7343,"Saint Joseph's Hospital Of Atlanta, Inc",Atlanta,GA,30342,5375,Level 5 Urology and Related Services,74,3145.49891891892,12060
7344,"Saint Joseph's Hospital Of Atlanta, Inc",Atlanta,GA,30342,5415,Level 5 Gynecologic Procedures,17,3423.8,12060
7345,"Saint Joseph's Hospital Of Atlanta, Inc",Atlanta,GA,30342,5627,Level 7 Radiation Therapy,17,6820.28,12060
7346,"Saint Joseph's Hospital Of Atlanta, Inc",Atlanta,GA,30342,8011,Comprehensive Observation Services,1112,2012.29099820144,12060
7347,Northside Hospital,Atlanta,GA,30342,5093,Level 3 Breast/Lymphatic Surgery and Related Procedures,29,6483.16931034482,12060
7348,Northside Hospital,Atlanta,GA,30342,5123,Level 3 Musculoskeletal Procedures,113,4578.43663716815,12060
7349,Northside Hospital,Atlanta,GA,30342,5124,Level 4 Musculoskeletal Procedures,31,6429.1,12060
7350,Northside Hospital,Atlanta,GA,30342,5165,Level 5 ENT Procedures,57,3542.06894736842,12060
7351,Northside Hospital,Atlanta,GA,30342,5191,Level 1 Endovascular Procedures,11,3980.64090909091,12060
7352,Northside Hospital,Atlanta,GA,30342,5192,Level 2 Endovascular Procedures,57,8773.55192982456,12060
7353,Northside Hospital,Atlanta,GA,30342,5213,Level 3 Electrophysiologic Procedures,21,12667.4533333333,12060
7354,Northside Hospital,Atlanta,GA,30342,5223,Level 3 Pacemaker and Similar Procedures,35,8240.484,12060
7355,Northside Hospital,Atlanta,GA,30342,5331,Complex GI Procedures,18,3283.31277777777,12060
7356,Northside Hospital,Atlanta,GA,30342,5361,Level 1 Laparoscopy,145,3597.66710344826,12060
7357,Northside Hospital,Atlanta,GA,30342,5362,Level 2 Laparoscopy,74,6342.3404054054,12060
7358,Northside Hospital,Atlanta,GA,30342,5375,Level 5 Urology and Related Services,171,3125.22947368421,12060
7359,Northside Hospital,Atlanta,GA,30342,5415,Level 5 Gynecologic Procedures,28,3423.93178571428,12060
7360,Northside Hospital,Atlanta,GA,30342,5416,Level 6 Gynecologic Procedures,12,5330.19666666666,12060
7361,Northside Hospital,Atlanta,GA,30342,5462,Level 2 Neurostimulator and Related Procedures,18,4900.99,12060
7362,Northside Hospital,Atlanta,GA,30342,5463,Level 3 Neurostimulator and Related Procedures,15,16182.57,12060
7363,Northside Hospital,Atlanta,GA,30342,5464,Level 4 Neurostimulator and Related Procedures,15,24902.56,12060
7364,Northside Hospital,Atlanta,GA,30342,5492,Level 2 Intraocular Procedures,295,3100.16694915254,12060
7365,Northside Hospital,Atlanta,GA,30342,8011,Comprehensive Observation Services,168,1959.75172619048,12060
7366,Piedmont Hospital,Atlanta,GA,30309,5093,Level 3 Breast/Lymphatic Surgery and Related Procedures,13,7059.95,12060
7367,Piedmont Hospital,Atlanta,GA,30309,5123,Level 3 Musculoskeletal Procedures,141,4617.67765957448,12060
7368,Piedmont Hospital,Atlanta,GA,30309,5124,Level 4 Musculoskeletal Procedures,19,6600.47,12060
7369,Piedmont Hospital,Atlanta,GA,30309,5165,Level 5 ENT Procedures,29,3696.9724137931,12060
7370,Piedmont Hospital,Atlanta,GA,30309,5191,Level 1 Endovascular Procedures,159,4162.0703144654,12060
7371,Piedmont Hospital,Atlanta,GA,30309,5192,Level 2 Endovascular Procedures,370,8730.11294594589,12060
7372,Piedmont Hospital,Atlanta,GA,30309,5193,Level 3 Endovascular Procedures,149,13360.0315436241,12060
7373,Piedmont Hospital,Atlanta,GA,30309,5212,Level 2 Electrophysiologic Procedures,19,4390.37,12060
7374,Piedmont Hospital,Atlanta,GA,30309,5213,Level 3 Electrophysiologic Procedures,163,14347.7470552147,12060
7375,Piedmont Hospital,Atlanta,GA,30309,5222,Level 2 Pacemaker and Similar Procedures,68,6185.12058823529,12060
7376,Piedmont Hospital,Atlanta,GA,30309,5223,Level 3 Pacemaker and Similar Procedures,119,8512.3287394958,12060
7377,Piedmont Hospital,Atlanta,GA,30309,5224,Level 4 Pacemaker and Similar Procedures,24,15768.42,12060
7378,Piedmont Hospital,Atlanta,GA,30309,5231,Level 1 ICD and Similar Procedures,42,20436.5999999999,12060
7379,Piedmont Hospital,Atlanta,GA,30309,5232,Level 2 ICD and Similar Procedures,168,27119.625,12060
7380,Piedmont Hospital,Atlanta,GA,30309,5331,Complex GI Procedures,78,2894.53166666666,12060
7381,Piedmont Hospital,Atlanta,GA,30309,5361,Level 1 Laparoscopy,192,3652.38057291667,12060
7382,Piedmont Hospital,Atlanta,GA,30309,5362,Level 2 Laparoscopy,81,6348.20543209876,12060
7383,Piedmont Hospital,Atlanta,GA,30309,5375,Level 5 Urology and Related Services,245,3161.21840816327,12060
7384,Piedmont Hospital,Atlanta,GA,30309,5415,Level 5 Gynecologic Procedures,20,3424.253,12060
7385,Piedmont Hospital,Atlanta,GA,30309,5492,Level 2 Intraocular Procedures,36,3089.48638888888,12060
7386,Piedmont Hospital,Atlanta,GA,30309,5627,Level 7 Radiation Therapy,25,6820.28,12060
7387,Piedmont Hospital,Atlanta,GA,30309,8011,Comprehensive Observation Services,901,2007.79157602665,12060
7390,Gwinnett Medical Center,Lawrenceville,GA,30045,5123,Level 3 Musculoskeletal Procedures,134,4561.06395522388,12060
7391,Gwinnett Medical Center,Lawrenceville,GA,30045,5124,Level 4 Musculoskeletal Procedures,83,6482.69734939757,12060
